Allocated 944283648, Freeing 752931275, ratio 0.797357
Allocated 944291840, Freeing 752939467, ratio 0.797359
Allocated 944291840, Freeing 752938669, ratio 0.797358
Allocated 944291840, Freeing 752938120, ratio 0.797357
Allocated 944295936, Freeing 752941314, ratio 0.797357
Allocated 944295936, Freeing 752941195, ratio 0.797357
Allocated 944304128, Freeing 752949387, ratio 0.797359
Allocated 944304128, Freeing 752949179, ratio 0.797359
Allocated 944304128, Freeing 752949096, ratio 0.797359
Allocated 944304128, Freeing 752948070, ratio 0.797358
Allocated 944312320, Freeing 752956262, ratio 0.797359
Allocated 944316416, Freeing 752956435, ratio 0.797356
Allocated 944324608, Freeing 752964627, ratio 0.797358
Allocated 944332800, Freeing 752972819, ratio 0.797360
Allocated 944332800, Freeing 752972410, ratio 0.797359
Allocated 944340992, Freeing 752980602, ratio 0.797361
Allocated 944349184, Freeing 752988794, ratio 0.797363
Allocated 944357376, Freeing 752996986, ratio 0.797364
Allocated 944365568, Freeing 753005178, ratio 0.797366
Allocated 944365568, Freeing 753004871, ratio 0.797366
Allocated 944373760, Freeing 753013063, ratio 0.797368
Allocated 944373760, Freeing 753011870, ratio 0.797366
Allocated 944381952, Freeing 753020062, ratio 0.797368
Allocated 944390144, Freeing 753028254, ratio 0.797370
Allocated 944390144, Freeing 753027510, ratio 0.797369
Allocated 944390144, Freeing 753027347, ratio 0.797369
Allocated 944390144, Freeing 753027245, ratio 0.797369
Allocated 944390144, Freeing 753026317, ratio 0.797368
Allocated 944390144, Freeing 753026296, ratio 0.797368
Allocated 944390144, Freeing 753026085, ratio 0.797368
Allocated 944390144, Freeing 753025886, ratio 0.797367
Allocated 944390144, Freeing 753025793, ratio 0.797367
Allocated 944394240, Freeing 753026850, ratio 0.797365
Allocated 944398336, Freeing 753027233, ratio 0.797362
Allocated 944398336, Freeing 753026894, ratio 0.797362
Allocated 944406528, Freeing 753035086, ratio 0.797363
Allocated 944406528, Freeing 753034614, ratio 0.797363
Allocated 944406528, Freeing 753034595, ratio 0.797363
Allocated 944406528, Freeing 753033714, ratio 0.797362
Allocated 944406528, Freeing 753032255, ratio 0.797360
Allocated 944414720, Freeing 753040447, ratio 0.797362
Allocated 944422912, Freeing 753048639, ratio 0.797364
Allocated 944427008, Freeing 753050749, ratio 0.797363
Allocated 944427008, Freeing 753050688, ratio 0.797363
Allocated 944435200, Freeing 753058880, ratio 0.797364
Allocated 944435200, Freeing 753058365, ratio 0.797364
Allocated 944439296, Freeing 753061654, ratio 0.797364
Allocated 944439296, Freeing 753061341, ratio 0.797363
Allocated 944443392, Freeing 753062639, ratio 0.797361
Allocated 944443392, Freeing 753062250, ratio 0.797361
Allocated 944447488, Freeing 753062603, ratio 0.797358
Allocated 944447488, Freeing 753061506, ratio 0.797357
Allocated 944447488, Freeing 753061107, ratio 0.797356
Allocated 944447488, Freeing 753061092, ratio 0.797356
Allocated 944447488, Freeing 753060837, ratio 0.797356
Allocated 944447488, Freeing 753060292, ratio 0.797355
Allocated 944447488, Freeing 753059865, ratio 0.797355
Allocated 944447488, Freeing 753059013, ratio 0.797354
Allocated 944455680, Freeing 753067205, ratio 0.797356
Allocated 944455680, Freeing 753065564, ratio 0.797354
Allocated 944463872, Freeing 753073756, ratio 0.797356
Allocated 944463872, Freeing 753073404, ratio 0.797355
Allocated 944463872, Freeing 753072862, ratio 0.797355
Allocated 944472064, Freeing 753081054, ratio 0.797357
Allocated 944476160, Freeing 753083679, ratio 0.797356
Allocated 944480256, Freeing 753083953, ratio 0.797353
Allocated 944480256, Freeing 753083835, ratio 0.797353
Allocated 944484352, Freeing 753084920, ratio 0.797350
Allocated 944484352, Freeing 753084682, ratio 0.797350
Allocated 944492544, Freeing 753092874, ratio 0.797352
Allocated 944492544, Freeing 753092708, ratio 0.797352
Allocated 944500736, Freeing 753100900, ratio 0.797353
Allocated 944500736, Freeing 753100847, ratio 0.797353
Allocated 944508928, Freeing 753109039, ratio 0.797355
Allocated 944517120, Freeing 753117231, ratio 0.797357
Allocated 944525312, Freeing 753125423, ratio 0.797359
Allocated 944529408, Freeing 753126209, ratio 0.797356
Allocated 944529408, Freeing 753125647, ratio 0.797355
Allocated 944529408, Freeing 753125330, ratio 0.797355
Allocated 944529408, Freeing 753125038, ratio 0.797355
Allocated 944529408, Freeing 753123744, ratio 0.797353
Allocated 944529408, Freeing 753123542, ratio 0.797353
Allocated 944529408, Freeing 753123066, ratio 0.797353
Allocated 944529408, Freeing 753122568, ratio 0.797352
Allocated 944537600, Freeing 753130760, ratio 0.797354
Allocated 944545792, Freeing 753138952, ratio 0.797356
Allocated 944553984, Freeing 753147144, ratio 0.797357
Allocated 944558080, Freeing 753148950, ratio 0.797356
Allocated 944558080, Freeing 753148494, ratio 0.797355
Allocated 944558080, Freeing 753147754, ratio 0.797355
Allocated 944566272, Freeing 753155946, ratio 0.797356
Allocated 944566272, Freeing 753155635, ratio 0.797356
Allocated 944566272, Freeing 753155529, ratio 0.797356
Allocated 944574464, Freeing 753163721, ratio 0.797358
Allocated 944574464, Freeing 753163563, ratio 0.797358
Allocated 944582656, Freeing 753171755, ratio 0.797359
Allocated 944582656, Freeing 753171245, ratio 0.797359
Allocated 944582656, Freeing 753170609, ratio 0.797358
Allocated 944590848, Freeing 753178801, ratio 0.797360
Allocated 944594944, Freeing 753179256, ratio 0.797357
Allocated 944603136, Freeing 753187448, ratio 0.797359
Allocated 944611328, Freeing 753195640, ratio 0.797360
Allocated 944611328, Freeing 753195190, ratio 0.797360
Allocated 944619520, Freeing 753203382, ratio 0.797362
Allocated 944627712, Freeing 753211574, ratio 0.797363
Allocated 944627712, Freeing 753210442, ratio 0.797362
Allocated 944627712, Freeing 753209668, ratio 0.797361
Allocated 944627712, Freeing 753209275, ratio 0.797361
Allocated 944627712, Freeing 753209086, ratio 0.797361
Allocated 944627712, Freeing 753207350, ratio 0.797359
Allocated 944635904, Freeing 753215542, ratio 0.797361
Allocated 944640000, Freeing 753218109, ratio 0.797360
Allocated 944648192, Freeing 753226301, ratio 0.797362
Allocated 944648192, Freeing 753224773, ratio 0.797360
Allocated 944656384, Freeing 753232965, ratio 0.797362
Allocated 944660480, Freeing 753236322, ratio 0.797362
Allocated 944660480, Freeing 753236316, ratio 0.797362
Allocated 944660480, Freeing 753236648, ratio 0.797362
Allocated 944660480, Freeing 753236976, ratio 0.797363
Allocated 944664576, Freeing 753237939, ratio 0.797360
Allocated 944664576, Freeing 753237767, ratio 0.797360
Allocated 944664576, Freeing 753237426, ratio 0.797360
Allocated 944664576, Freeing 753236600, ratio 0.797359
Allocated 944668672, Freeing 753237161, ratio 0.797356
Allocated 944676864, Freeing 753245353, ratio 0.797358
Allocated 944676864, Freeing 753245105, ratio 0.797357
Allocated 944676864, Freeing 753244379, ratio 0.797357
Allocated 944676864, Freeing 753244171, ratio 0.797356
Allocated 944676864, Freeing 753243140, ratio 0.797355
Allocated 944676864, Freeing 753242602, ratio 0.797355
Allocated 944676864, Freeing 753242503, ratio 0.797355
Allocated 944676864, Freeing 753241657, ratio 0.797354
Allocated 944685056, Freeing 753249849, ratio 0.797356
Allocated 944689152, Freeing 753252199, ratio 0.797355
Allocated 944697344, Freeing 753260391, ratio 0.797356
Allocated 944701440, Freeing 753263642, ratio 0.797356
Allocated 944701440, Freeing 753263474, ratio 0.797356
Allocated 944701440, Freeing 753263422, ratio 0.797356
Allocated 944701440, Freeing 753262890, ratio 0.797356
Allocated 944701440, Freeing 753262712, ratio 0.797355
Allocated 944705536, Freeing 753263729, ratio 0.797353
Allocated 944705536, Freeing 753263486, ratio 0.797353
Allocated 944705536, Freeing 753262825, ratio 0.797352
Allocated 944709632, Freeing 753263343, ratio 0.797349
Allocated 944709632, Freeing 753261693, ratio 0.797347
Allocated 944713728, Freeing 753263520, ratio 0.797346
Allocated 944713728, Freeing 753263507, ratio 0.797346
Allocated 944721920, Freeing 753271699, ratio 0.797348
Allocated 944726016, Freeing 753273831, ratio 0.797346
Allocated 944734208, Freeing 753282023, ratio 0.797348
Allocated 944734208, Freeing 753281271, ratio 0.797347
Allocated 944742400, Freeing 753289463, ratio 0.797349
Allocated 944750592, Freeing 753297551, ratio 0.797351
Allocated 944750592, Freeing 753297469, ratio 0.797351
Allocated 944750592, Freeing 753296613, ratio 0.797350
Allocated 944758784, Freeing 753304805, ratio 0.797351
Allocated 944762880, Freeing 753307887, ratio 0.797351
Allocated 944766976, Freeing 753309534, ratio 0.797350
Allocated 944766976, Freeing 753309146, ratio 0.797349
Allocated 944775168, Freeing 753317338, ratio 0.797351
Allocated 944775168, Freeing 753317109, ratio 0.797351
Allocated 944775168, Freeing 753316763, ratio 0.797350
Allocated 944783360, Freeing 753324955, ratio 0.797352
Allocated 944783360, Freeing 753324041, ratio 0.797351
Allocated 944783360, Freeing 753323930, ratio 0.797351
Allocated 944783360, Freeing 753323094, ratio 0.797350
Allocated 944787456, Freeing 753324135, ratio 0.797348
Allocated 944787456, Freeing 753323459, ratio 0.797347
Allocated 944787456, Freeing 753323243, ratio 0.797347
Allocated 944791552, Freeing 753323482, ratio 0.797344
Allocated 944799744, Freeing 753331674, ratio 0.797345
Allocated 944807936, Freeing 753339866, ratio 0.797347
Allocated 944807936, Freeing 753339694, ratio 0.797347
Allocated 944807936, Freeing 753339460, ratio 0.797347
Allocated 944807936, Freeing 753338440, ratio 0.797346
Allocated 944812032, Freeing 753341719, ratio 0.797346
Allocated 944812032, Freeing 753341667, ratio 0.797346
Allocated 944820224, Freeing 753349859, ratio 0.797347
Allocated 944820224, Freeing 753349545, ratio 0.797347
Allocated 944820224, Freeing 753349033, ratio 0.797346
Allocated 944820224, Freeing 753348782, ratio 0.797346
Allocated 944820224, Freeing 753348434, ratio 0.797346
Allocated 944820224, Freeing 753347880, ratio 0.797345
Allocated 944820224, Freeing 753347504, ratio 0.797345
Allocated 944828416, Freeing 753355696, ratio 0.797347
Allocated 944828416, Freeing 753355594, ratio 0.797346
Allocated 944832512, Freeing 753355636, ratio 0.797343
Allocated 944832512, Freeing 753354946, ratio 0.797342
Allocated 944836608, Freeing 753354952, ratio 0.797339
Allocated 944840704, Freeing 753356833, ratio 0.797337
Allocated 944844800, Freeing 753357187, ratio 0.797334
Allocated 944852992, Freeing 753365379, ratio 0.797336
Allocated 944852992, Freeing 753365185, ratio 0.797336
Allocated 944861184, Freeing 753373377, ratio 0.797338
Allocated 944861184, Freeing 753372893, ratio 0.797337
Allocated 944861184, Freeing 753372073, ratio 0.797336
Allocated 944861184, Freeing 753370774, ratio 0.797335
Allocated 944861184, Freeing 753370673, ratio 0.797335
Allocated 944865280, Freeing 753370852, ratio 0.797332
Allocated 944865280, Freeing 753369087, ratio 0.797330
Allocated 944865280, Freeing 753369026, ratio 0.797330
Allocated 944873472, Freeing 753377218, ratio 0.797331
Allocated 944873472, Freeing 753376569, ratio 0.797331
Allocated 944873472, Freeing 753375750, ratio 0.797330
Allocated 944873472, Freeing 753373699, ratio 0.797328
Allocated 944873472, Freeing 753373190, ratio 0.797327
Allocated 944881664, Freeing 753381382, ratio 0.797329
Allocated 944889856, Freeing 753389574, ratio 0.797331
Allocated 944898048, Freeing 753397766, ratio 0.797332
Allocated 944906240, Freeing 753405958, ratio 0.797334
Allocated 944910336, Freeing 753406291, ratio 0.797331
Allocated 944914432, Freeing 753406950, ratio 0.797328
Allocated 944918528, Freeing 753409016, ratio 0.797327
Allocated 944926720, Freeing 753417208, ratio 0.797329
Allocated 944926720, Freeing 753416696, ratio 0.797328
Allocated 944926720, Freeing 753415662, ratio 0.797327
Allocated 944926720, Freeing 753415354, ratio 0.797327
Allocated 944926720, Freeing 753414821, ratio 0.797326
Allocated 944930816, Freeing 753415704, ratio 0.797324
Allocated 944930816, Freeing 753415295, ratio 0.797323
Allocated 944939008, Freeing 753423487, ratio 0.797325
Allocated 944947200, Freeing 753431679, ratio 0.797327
Allocated 944951296, Freeing 753433511, ratio 0.797325
Allocated 944951296, Freeing 753433303, ratio 0.797325
Allocated 944955392, Freeing 753436491, ratio 0.797325
Allocated 944955392, Freeing 753435277, ratio 0.797324
Allocated 944959488, Freeing 753437260, ratio 0.797322
Allocated 944967680, Freeing 753445348, ratio 0.797324
Allocated 944967680, Freeing 753445006, ratio 0.797324
Allocated 944975872, Freeing 753453198, ratio 0.797325
Allocated 944975872, Freeing 753453040, ratio 0.797325
Allocated 944975872, Freeing 753452897, ratio 0.797325
Allocated 944975872, Freeing 753452004, ratio 0.797324
Allocated 944975872, Freeing 753451135, ratio 0.797323
Allocated 944975872, Freeing 753450806, ratio 0.797323
Allocated 944975872, Freeing 753450028, ratio 0.797322
Allocated 944984064, Freeing 753458220, ratio 0.797324
Allocated 944992256, Freeing 753466412, ratio 0.797325
Allocated 944996352, Freeing 753468169, ratio 0.797324
Allocated 945000448, Freeing 753471246, ratio 0.797324
Allocated 945000448, Freeing 753470773, ratio 0.797323
Allocated 945008640, Freeing 753478965, ratio 0.797325
Allocated 945008640, Freeing 753478692, ratio 0.797325
Allocated 945008640, Freeing 753478199, ratio 0.797324
Allocated 945008640, Freeing 753477260, ratio 0.797323
Allocated 945016832, Freeing 753485452, ratio 0.797325
Allocated 945016832, Freeing 753484941, ratio 0.797324
Allocated 945016832, Freeing 753484884, ratio 0.797324
Allocated 945016832, Freeing 753483774, ratio 0.797323
Allocated 945016832, Freeing 753483207, ratio 0.797323
Allocated 945016832, Freeing 753482490, ratio 0.797322
Allocated 945025024, Freeing 753490682, ratio 0.797324
Allocated 945029120, Freeing 753492497, ratio 0.797322
Allocated 945033216, Freeing 753495731, ratio 0.797322
Allocated 945037312, Freeing 753497141, ratio 0.797320
Allocated 945037312, Freeing 753496122, ratio 0.797319
Allocated 945045504, Freeing 753504314, ratio 0.797321
Allocated 945045504, Freeing 753503091, ratio 0.797319
Allocated 945045504, Freeing 753502804, ratio 0.797319
Allocated 945045504, Freeing 753502774, ratio 0.797319
Allocated 945045504, Freeing 753502552, ratio 0.797319
Allocated 945045504, Freeing 753501775, ratio 0.797318
Allocated 945049600, Freeing 753503454, ratio 0.797316
Allocated 945049600, Freeing 753502800, ratio 0.797316
Allocated 945053696, Freeing 753503160, ratio 0.797313
Allocated 945053696, Freeing 753503093, ratio 0.797312
Allocated 945053696, Freeing 753502202, ratio 0.797312
Allocated 945061888, Freeing 753510394, ratio 0.797313
Allocated 945065984, Freeing 753511441, ratio 0.797311
Allocated 945070080, Freeing 753513223, ratio 0.797309
Allocated 945078272, Freeing 753521415, ratio 0.797311
Allocated 945078272, Freeing 753519939, ratio 0.797310
Allocated 945078272, Freeing 753519492, ratio 0.797309
Allocated 945082368, Freeing 753520128, ratio 0.797306
Allocated 945090560, Freeing 753528320, ratio 0.797308
Allocated 945090560, Freeing 753527905, ratio 0.797308
Allocated 945090560, Freeing 753527785, ratio 0.797307
Allocated 945090560, Freeing 753526314, ratio 0.797306
Allocated 945090560, Freeing 753526296, ratio 0.797306
Allocated 945090560, Freeing 753525848, ratio 0.797305
Allocated 945094656, Freeing 753526044, ratio 0.797302
Allocated 945098752, Freeing 753529410, ratio 0.797302
Allocated 945098752, Freeing 753528117, ratio 0.797301
Allocated 945102848, Freeing 753528436, ratio 0.797298
Allocated 945102848, Freeing 753528147, ratio 0.797298
Allocated 945102848, Freeing 753527996, ratio 0.797297
Allocated 945111040, Freeing 753536188, ratio 0.797299
Allocated 945111040, Freeing 753535735, ratio 0.797299
Allocated 945119232, Freeing 753543927, ratio 0.797300
Allocated 945127424, Freeing 753552119, ratio 0.797302
Allocated 945135616, Freeing 753560311, ratio 0.797304
Allocated 945135616, Freeing 753559703, ratio 0.797303
Allocated 945135616, Freeing 753559126, ratio 0.797303
Allocated 945143808, Freeing 753567526, ratio 0.797305
Allocated 945143808, Freeing 753566672, ratio 0.797304
Allocated 945152000, Freeing 753574864, ratio 0.797305
Allocated 945152000, Freeing 753574068, ratio 0.797305
Allocated 945152000, Freeing 753573226, ratio 0.797304
Allocated 945160192, Freeing 753581418, ratio 0.797305
Allocated 945168384, Freeing 753589610, ratio 0.797307
Allocated 945168384, Freeing 753589675, ratio 0.797307
Allocated 945176576, Freeing 753597779, ratio 0.797309
Allocated 945176576, Freeing 753597670, ratio 0.797309
Allocated 945180672, Freeing 753601106, ratio 0.797309
Allocated 945180672, Freeing 753600471, ratio 0.797308
Allocated 945184768, Freeing 753601597, ratio 0.797306
Allocated 945184768, Freeing 753599913, ratio 0.797304
Allocated 945184768, Freeing 753599650, ratio 0.797304
Allocated 945192960, Freeing 753607842, ratio 0.797306
Allocated 945192960, Freeing 753607347, ratio 0.797305
Allocated 945192960, Freeing 753606827, ratio 0.797305
Allocated 945192960, Freeing 753605889, ratio 0.797304
Allocated 945192960, Freeing 753605570, ratio 0.797303
Allocated 945192960, Freeing 753604550, ratio 0.797302
Allocated 945192960, Freeing 753604513, ratio 0.797302
Allocated 945192960, Freeing 753604254, ratio 0.797302
Allocated 945197056, Freeing 753604599, ratio 0.797299
Allocated 945205248, Freeing 753612791, ratio 0.797301
Allocated 945209344, Freeing 753616049, ratio 0.797301
Allocated 945209344, Freeing 753616035, ratio 0.797301
Allocated 945209344, Freeing 753615870, ratio 0.797300
Allocated 945217536, Freeing 753624062, ratio 0.797302
Allocated 945221632, Freeing 753624682, ratio 0.797299
Allocated 945225728, Freeing 753625245, ratio 0.797297
Allocated 945225728, Freeing 753624791, ratio 0.797296
Allocated 945225728, Freeing 753624251, ratio 0.797296
Allocated 945225728, Freeing 753623368, ratio 0.797295
Allocated 945225728, Freeing 753623095, ratio 0.797294
Allocated 945229824, Freeing 753623859, ratio 0.797292
Allocated 945233920, Freeing 753624440, ratio 0.797289
Allocated 945233920, Freeing 753624381, ratio 0.797289
Allocated 945233920, Freeing 753622884, ratio 0.797287
Allocated 945242112, Freeing 753631076, ratio 0.797289
Allocated 945242112, Freeing 753630077, ratio 0.797288
Allocated 945242112, Freeing 753629631, ratio 0.797287
Allocated 945250304, Freeing 753637823, ratio 0.797289
Allocated 945258496, Freeing 753646015, ratio 0.797291
Allocated 945258496, Freeing 753645851, ratio 0.797291
Allocated 945266688, Freeing 753654043, ratio 0.797293
Allocated 945274880, Freeing 753662235, ratio 0.797294
Allocated 945274880, Freeing 753662099, ratio 0.797294
Allocated 945283072, Freeing 753670291, ratio 0.797296
Allocated 945283072, Freeing 753670138, ratio 0.797296
Allocated 945283072, Freeing 753668928, ratio 0.797294
Allocated 945283072, Freeing 753668276, ratio 0.797294
Allocated 945291264, Freeing 753676468, ratio 0.797295
Allocated 945295360, Freeing 753677342, ratio 0.797293
Allocated 945299456, Freeing 753680635, ratio 0.797293
Allocated 945303552, Freeing 753681306, ratio 0.797290
Allocated 945307648, Freeing 753681857, ratio 0.797287
Allocated 945307648, Freeing 753681639, ratio 0.797287
Allocated 945315840, Freeing 753689831, ratio 0.797289
Allocated 945315840, Freeing 753689399, ratio 0.797288
Allocated 945315840, Freeing 753688527, ratio 0.797288
Allocated 945315840, Freeing 753687567, ratio 0.797287
Allocated 945319936, Freeing 753688550, ratio 0.797284
Allocated 945319936, Freeing 753688666, ratio 0.797284
Allocated 945328128, Freeing 753696858, ratio 0.797286
Allocated 945328128, Freeing 753696161, ratio 0.797285
Allocated 945328128, Freeing 753695837, ratio 0.797285
Allocated 945328128, Freeing 753694989, ratio 0.797284
Allocated 945336320, Freeing 753703181, ratio 0.797286
Allocated 945344512, Freeing 753711373, ratio 0.797288
Allocated 945348608, Freeing 753714755, ratio 0.797288
Allocated 945348608, Freeing 753713865, ratio 0.797287
Allocated 945352704, Freeing 753714530, ratio 0.797284
Allocated 945352704, Freeing 753713993, ratio 0.797283
Allocated 945360896, Freeing 753722185, ratio 0.797285
Allocated 945360896, Freeing 753722109, ratio 0.797285
Allocated 945360896, Freeing 753722069, ratio 0.797285
Allocated 945369088, Freeing 753730261, ratio 0.797287
Allocated 945369088, Freeing 753729917, ratio 0.797286
Allocated 945377280, Freeing 753738109, ratio 0.797288
Allocated 945377280, Freeing 753737774, ratio 0.797288
Allocated 945377280, Freeing 753737373, ratio 0.797287
Allocated 945377280, Freeing 753737028, ratio 0.797287
Allocated 945385472, Freeing 753745220, ratio 0.797289
Allocated 945385472, Freeing 753744702, ratio 0.797288
Allocated 945393664, Freeing 753752894, ratio 0.797290
Allocated 945393664, Freeing 753752853, ratio 0.797290
Allocated 945393664, Freeing 753753012, ratio 0.797290
Allocated 945393664, Freeing 753752792, ratio 0.797290
Allocated 945393664, Freeing 753750755, ratio 0.797288
Allocated 945401856, Freeing 753758947, ratio 0.797289
Allocated 945405952, Freeing 753760692, ratio 0.797288
Allocated 945414144, Freeing 753768884, ratio 0.797290
Allocated 945418240, Freeing 753770748, ratio 0.797288
Allocated 945426432, Freeing 753778940, ratio 0.797290
Allocated 945426432, Freeing 753777889, ratio 0.797289
Allocated 945434624, Freeing 753786081, ratio 0.797291
Allocated 945434624, Freeing 753785345, ratio 0.797290
Allocated 945438720, Freeing 753785864, ratio 0.797287
Allocated 945438720, Freeing 753785476, ratio 0.797286
Allocated 945446912, Freeing 753793668, ratio 0.797288
Allocated 945451008, Freeing 753794291, ratio 0.797285
Allocated 945451008, Freeing 753793853, ratio 0.797285
Allocated 945459200, Freeing 753802045, ratio 0.797287
Allocated 945467392, Freeing 753810237, ratio 0.797288
Allocated 945471488, Freeing 753811186, ratio 0.797286
Allocated 945471488, Freeing 753810189, ratio 0.797285
Allocated 945475584, Freeing 753813302, ratio 0.797285
Allocated 945475584, Freeing 753812476, ratio 0.797284
Allocated 945479680, Freeing 753814271, ratio 0.797282
Allocated 945479680, Freeing 753814257, ratio 0.797282
Allocated 945483776, Freeing 753815626, ratio 0.797280
Allocated 945483776, Freeing 753814905, ratio 0.797280
Allocated 945491968, Freeing 753823097, ratio 0.797281
Allocated 945491968, Freeing 753822769, ratio 0.797281
Allocated 945491968, Freeing 753822395, ratio 0.797281
Allocated 945500160, Freeing 753830795, ratio 0.797283
Allocated 945500160, Freeing 753830259, ratio 0.797282
Allocated 945500160, Freeing 753829818, ratio 0.797282
Allocated 945500160, Freeing 753829446, ratio 0.797281
Allocated 945504256, Freeing 753830712, ratio 0.797279
Allocated 945512448, Freeing 753838904, ratio 0.797281
Allocated 945512448, Freeing 753838642, ratio 0.797281
Allocated 945516544, Freeing 753839615, ratio 0.797278
Allocated 945516544, Freeing 753839590, ratio 0.797278
Allocated 945524736, Freeing 753847782, ratio 0.797280
Allocated 945532928, Freeing 753855974, ratio 0.797282
Allocated 945537024, Freeing 753859427, ratio 0.797282
Allocated 945537024, Freeing 753858902, ratio 0.797281
Allocated 945541120, Freeing 753860355, ratio 0.797279
Allocated 945545216, Freeing 753861458, ratio 0.797277
Allocated 945549312, Freeing 753861590, ratio 0.797274
Allocated 945553408, Freeing 753863342, ratio 0.797272
Allocated 945557504, Freeing 753863867, ratio 0.797269
Allocated 945565696, Freeing 753872059, ratio 0.797271
Allocated 945565696, Freeing 753871978, ratio 0.797271
Allocated 945565696, Freeing 753871954, ratio 0.797271
Allocated 945565696, Freeing 753871744, ratio 0.797271
Allocated 945569792, Freeing 753872189, ratio 0.797268
Allocated 945569792, Freeing 753871384, ratio 0.797267
Allocated 945573888, Freeing 753871123, ratio 0.797263
Allocated 945577984, Freeing 753871317, ratio 0.797260
Allocated 945577984, Freeing 753870246, ratio 0.797259
Allocated 945586176, Freeing 753878438, ratio 0.797260
Allocated 945590272, Freeing 753877720, ratio 0.797256
Allocated 945598464, Freeing 753885912, ratio 0.797258
Allocated 945606656, Freeing 753894104, ratio 0.797260
Allocated 945614848, Freeing 753902296, ratio 0.797261
Allocated 945614848, Freeing 753901251, ratio 0.797260
Allocated 945614848, Freeing 753900970, ratio 0.797260
Allocated 945614848, Freeing 753899941, ratio 0.797259
Allocated 945618944, Freeing 753904041, ratio 0.797260
Allocated 945623040, Freeing 753904869, ratio 0.797257
Allocated 945623040, Freeing 753904850, ratio 0.797257
Allocated 945623040, Freeing 753904586, ratio 0.797257
Allocated 945623040, Freeing 753905357, ratio 0.797258
Allocated 945623040, Freeing 753905252, ratio 0.797258
Allocated 945623040, Freeing 753904650, ratio 0.797257
Allocated 945623040, Freeing 753904584, ratio 0.797257
Allocated 945623040, Freeing 753904105, ratio 0.797256
Allocated 945627136, Freeing 753905049, ratio 0.797254
Allocated 945631232, Freeing 753905323, ratio 0.797251
Allocated 945631232, Freeing 753905227, ratio 0.797251
Allocated 945639424, Freeing 753913419, ratio 0.797253
Allocated 945639424, Freeing 753912595, ratio 0.797252
Allocated 945647616, Freeing 753920787, ratio 0.797253
Allocated 945647616, Freeing 753920707, ratio 0.797253
Allocated 945651712, Freeing 753921544, ratio 0.797251
Allocated 945655808, Freeing 753922722, ratio 0.797249
Allocated 945659904, Freeing 753924694, ratio 0.797247
Allocated 945664000, Freeing 753927856, ratio 0.797247
Allocated 945664000, Freeing 753927475, ratio 0.797247
Allocated 945668096, Freeing 753927989, ratio 0.797244
Allocated 945672192, Freeing 753929331, ratio 0.797242
Allocated 945676288, Freeing 753930835, ratio 0.797240
Allocated 945676288, Freeing 753929385, ratio 0.797238
Allocated 945676288, Freeing 753929048, ratio 0.797238
Allocated 945680384, Freeing 753929742, ratio 0.797235
Allocated 945688576, Freeing 753937934, ratio 0.797237
Allocated 945692672, Freeing 753938645, ratio 0.797234
Allocated 945700864, Freeing 753946837, ratio 0.797236
Allocated 945709056, Freeing 753955029, ratio 0.797238
Allocated 945709056, Freeing 753954018, ratio 0.797237
Allocated 945717248, Freeing 753962210, ratio 0.797239
Allocated 945725440, Freeing 753970402, ratio 0.797240
Allocated 945725440, Freeing 753969704, ratio 0.797240
Allocated 945729536, Freeing 753971315, ratio 0.797238
Allocated 945729536, Freeing 753971169, ratio 0.797238
Allocated 945737728, Freeing 753979361, ratio 0.797239
Allocated 945737728, Freeing 753978650, ratio 0.797239
Allocated 945737728, Freeing 753978432, ratio 0.797238
Allocated 945737728, Freeing 753977839, ratio 0.797238
Allocated 945741824, Freeing 753979797, ratio 0.797236
Allocated 945745920, Freeing 753983024, ratio 0.797236
Allocated 945745920, Freeing 753981136, ratio 0.797234
Allocated 945750016, Freeing 753983191, ratio 0.797233
Allocated 945750016, Freeing 753983118, ratio 0.797233
Allocated 945750016, Freeing 753983000, ratio 0.797233
Allocated 945758208, Freeing 753991192, ratio 0.797235
Allocated 945758208, Freeing 753991036, ratio 0.797234
Allocated 945762304, Freeing 753991546, ratio 0.797232
Allocated 945762304, Freeing 753990659, ratio 0.797231
Allocated 945762304, Freeing 753990564, ratio 0.797231
Allocated 945766400, Freeing 753991413, ratio 0.797228
Allocated 945770496, Freeing 753992804, ratio 0.797226
Allocated 945774592, Freeing 753992910, ratio 0.797223
Allocated 945774592, Freeing 753990931, ratio 0.797221
Allocated 945774592, Freeing 753989014, ratio 0.797219
Allocated 945778688, Freeing 753991041, ratio 0.797217
Allocated 945778688, Freeing 753990541, ratio 0.797217
Allocated 945778688, Freeing 753990509, ratio 0.797217
Allocated 945786880, Freeing 753998701, ratio 0.797218
Allocated 945786880, Freeing 753998467, ratio 0.797218
Allocated 945790976, Freeing 754000181, ratio 0.797217
Allocated 945790976, Freeing 753999202, ratio 0.797215
Allocated 945790976, Freeing 753998939, ratio 0.797215
Allocated 945790976, Freeing 753997970, ratio 0.797214
Allocated 945795072, Freeing 754001129, ratio 0.797214
Allocated 945795072, Freeing 754000928, ratio 0.797214
Allocated 945795072, Freeing 754000089, ratio 0.797213
Allocated 945803264, Freeing 754008281, ratio 0.797215
Allocated 945803264, Freeing 754008264, ratio 0.797215
Allocated 945803264, Freeing 754006443, ratio 0.797213
Allocated 945803264, Freeing 754005649, ratio 0.797212
Allocated 945807360, Freeing 754005743, ratio 0.797209
